exercise_index,entity_id,original_question_id
1452,ex1452,86879
1453,ex1453,86880
1454,ex1454,86881
1455,ex1455,86883
1456,ex1456,86884
1457,ex1457,86885
1458,ex1458,86887
1459,ex1459,86888
1460,ex1460,86890
1461,ex1461,86891
1462,ex1462,86904
1463,ex1463,86906
1464,ex1464,86907
1465,ex1465,86908
1466,ex1466,86909
1467,ex1467,87024
1468,ex1468,87025
1469,ex1469,87026
1470,ex1470,87027
1471,ex1471,87028
1472,ex1472,87029
1473,ex1473,87030
1474,ex1474,87031
1475,ex1475,87032
1476,ex1476,87033
1477,ex1477,87037
1478,ex1478,87053
1479,ex1479,87062
1480,ex1480,87066
1481,ex1481,87072
1482,ex1482,87074
1483,ex1483,87077
1484,ex1484,87078
1485,ex1485,87079
1486,ex1486,87080
1487,ex1487,87081
1488,ex1488,87082
1489,ex1489,87083
1490,ex1490,87087
1491,ex1491,87091
1492,ex1492,87092
1493,ex1493,87107
1494,ex1494,87114
1495,ex1495,87119
1496,ex1496,87121
1497,ex1497,87126
1498,ex1498,87277
1499,ex1499,87278
1500,ex1500,87325
1501,ex1501,87425
1502,ex1502,87429
1503,ex1503,87434
1504,ex1504,87438
1505,ex1505,87439
1506,ex1506,87443
1507,ex1507,87471
1508,ex1508,87514
1509,ex1509,87515
1510,ex1510,87517
1511,ex1511,87518
1512,ex1512,87536
1513,ex1513,87539
1514,ex1514,87540
1515,ex1515,87550
1516,ex1516,87557
1517,ex1517,87559
1518,ex1518,87570
1519,ex1519,87595
1520,ex1520,87635
1521,ex1521,87639
1522,ex1522,87645
1523,ex1523,87778
1524,ex1524,87800
1525,ex1525,87815
1526,ex1526,87844
1527,ex1527,87963
1528,ex1528,88003
1529,ex1529,88422
1530,ex1530,88431
1531,ex1531,88484
1532,ex1532,88515
1533,ex1533,88541
1534,ex1534,88558
1535,ex1535,88857
1536,ex1536,88861
1537,ex1537,88935
1538,ex1538,88937
1539,ex1539,88944
1540,ex1540,88953
1541,ex1541,88954
1542,ex1542,89016
1543,ex1543,89082
1544,ex1544,89084
1545,ex1545,89089
1546,ex1546,89136
1547,ex1547,89145
1548,ex1548,89146
1549,ex1549,89238
1550,ex1550,89270
1551,ex1551,89279
1552,ex1552,89290
1553,ex1553,89292
1554,ex1554,89294
1555,ex1555,89298
1556,ex1556,89661
1557,ex1557,89662
1558,ex1558,89663
1559,ex1559,89664
1560,ex1560,89665
1561,ex1561,89666
1562,ex1562,89667
1563,ex1563,89668
1564,ex1564,89669
1565,ex1565,89670
1566,ex1566,89701
1567,ex1567,89702
1568,ex1568,89703
1569,ex1569,89704
1570,ex1570,89705
1571,ex1571,89706
1572,ex1572,89707
1573,ex1573,89708
1574,ex1574,89709
1575,ex1575,89710
1576,ex1576,89711
1577,ex1577,89712
1578,ex1578,89713
1579,ex1579,89714
1580,ex1580,89715
1581,ex1581,89716
1582,ex1582,89717
1583,ex1583,89718
1584,ex1584,89719
1585,ex1585,89720
1586,ex1586,89721
1587,ex1587,89722
1588,ex1588,89723
1589,ex1589,89724
1590,ex1590,89725
1591,ex1591,89726
1592,ex1592,89727
1593,ex1593,89728
1594,ex1594,89729
1595,ex1595,89730
1596,ex1596,89731
1597,ex1597,89732
1598,ex1598,89733
1599,ex1599,89734
1600,ex1600,89735
1601,ex1601,89736
1602,ex1602,89737
1603,ex1603,89738
1604,ex1604,89739
1605,ex1605,89740
1606,ex1606,89741
1607,ex1607,89742
1608,ex1608,89743
1609,ex1609,89744
1610,ex1610,89745
1611,ex1611,89746
1612,ex1612,89747
1613,ex1613,89748
1614,ex1614,89749
1615,ex1615,89750
1616,ex1616,89752
1617,ex1617,89753
1618,ex1618,89754
1619,ex1619,89755
1620,ex1620,89756
1621,ex1621,89757
1622,ex1622,89758
1623,ex1623,89759
1624,ex1624,89760
1625,ex1625,89769
1626,ex1626,89809
1627,ex1627,89817
1628,ex1628,89821
1629,ex1629,89822
1630,ex1630,89823
1631,ex1631,89824
1632,ex1632,89825
1633,ex1633,89826
1634,ex1634,89827
1635,ex1635,89828
1636,ex1636,89829
1637,ex1637,89830
1638,ex1638,89849
1639,ex1639,89851
1640,ex1640,89852
1641,ex1641,89853
1642,ex1642,89854
1643,ex1643,89855
1644,ex1644,89856
1645,ex1645,89857
1646,ex1646,89858
1647,ex1647,89859
1648,ex1648,89860
1649,ex1649,89861
1650,ex1650,89862
1651,ex1651,89863
1652,ex1652,89864
1653,ex1653,89865
1654,ex1654,89866
1655,ex1655,89867
1656,ex1656,89868
1657,ex1657,89869
1658,ex1658,89870
1659,ex1659,89881
1660,ex1660,89882
1661,ex1661,89883
1662,ex1662,89884
1663,ex1663,89885
1664,ex1664,89886
1665,ex1665,89887
1666,ex1666,89888
1667,ex1667,89889
1668,ex1668,89890
1669,ex1669,89891
1670,ex1670,89892
1671,ex1671,89893
1672,ex1672,89894
1673,ex1673,89895
1674,ex1674,89896
1675,ex1675,89897
1676,ex1676,89898
1677,ex1677,89899
1678,ex1678,89900
1679,ex1679,89901
1680,ex1680,89902
1681,ex1681,89903
1682,ex1682,89904
1683,ex1683,89905
1684,ex1684,89906
1685,ex1685,89907
1686,ex1686,89908
1687,ex1687,89909
1688,ex1688,89910
1689,ex1689,89911
1690,ex1690,89912
1691,ex1691,89913
1692,ex1692,89914
1693,ex1693,89915
1694,ex1694,89916
1695,ex1695,89917
1696,ex1696,89918
1697,ex1697,89919
1698,ex1698,89920
1699,ex1699,89921
1700,ex1700,89922
1701,ex1701,89923
1702,ex1702,89924
1703,ex1703,89925
1704,ex1704,89926
1705,ex1705,89927
1706,ex1706,89928
1707,ex1707,89929
1708,ex1708,89930
1709,ex1709,89931
1710,ex1710,89932
1711,ex1711,89933
1712,ex1712,89934
1713,ex1713,89935
1714,ex1714,89936
1715,ex1715,89937
1716,ex1716,89938
1717,ex1717,89939
1718,ex1718,89940
1719,ex1719,89941
1720,ex1720,89942
1721,ex1721,89943
1722,ex1722,89944
1723,ex1723,89945
1724,ex1724,89946
1725,ex1725,89947
1726,ex1726,89948
1727,ex1727,89949
1728,ex1728,89950
1729,ex1729,89951
1730,ex1730,89952
1731,ex1731,89953
1732,ex1732,89954
1733,ex1733,89955
1734,ex1734,89956
1735,ex1735,89957
1736,ex1736,89958
1737,ex1737,89959
1738,ex1738,89960
1739,ex1739,89961
1740,ex1740,89962
1741,ex1741,89963
1742,ex1742,89964
1743,ex1743,89965
1744,ex1744,89966
1745,ex1745,89967
1746,ex1746,89968
1747,ex1747,89969
1748,ex1748,89970
1749,ex1749,90209
1750,ex1750,90281
1751,ex1751,90283
1752,ex1752,90294
1753,ex1753,90314
1754,ex1754,90323
1755,ex1755,90326
1756,ex1756,90329
1757,ex1757,90332
1758,ex1758,90335
1759,ex1759,90338
1760,ex1760,90353
1761,ex1761,90416
1762,ex1762,90440
1763,ex1763,90470
1764,ex1764,90479
1765,ex1765,90501
1766,ex1766,90531
1767,ex1767,90534
1768,ex1768,90537
1769,ex1769,90540
1770,ex1770,90543
1771,ex1771,90578
1772,ex1772,90639
1773,ex1773,90645
1774,ex1774,90658
1775,ex1775,90659
1776,ex1776,90688
1777,ex1777,90692
1778,ex1778,90693
1779,ex1779,90701
1780,ex1780,90838
1781,ex1781,90853
1782,ex1782,90908
1783,ex1783,90980
1784,ex1784,90993
1785,ex1785,91009
1786,ex1786,91061
1787,ex1787,91063
1788,ex1788,91078
1789,ex1789,91146
1790,ex1790,91266
1791,ex1791,91354
1792,ex1792,91381
1793,ex1793,91474
1794,ex1794,91529
1795,ex1795,91533
1796,ex1796,91644
1797,ex1797,91648
1798,ex1798,91652
1799,ex1799,91665
1800,ex1800,92325
1801,ex1801,92333
1802,ex1802,92338
1803,ex1803,92359
1804,ex1804,92366
1805,ex1805,92373
1806,ex1806,92964
1807,ex1807,92968
1808,ex1808,92981
1809,ex1809,92990
1810,ex1810,92993
1811,ex1811,93007
1812,ex1812,93019
1813,ex1813,93025
1814,ex1814,93031
1815,ex1815,93039
1816,ex1816,93263
1817,ex1817,93307
1818,ex1818,93377
1819,ex1819,93378
1820,ex1820,93379
1821,ex1821,93380
1822,ex1822,93382
1823,ex1823,93383
1824,ex1824,93384
1825,ex1825,93388
1826,ex1826,93389
1827,ex1827,93393
1828,ex1828,93397
1829,ex1829,93399
1830,ex1830,93401
1831,ex1831,93404
1832,ex1832,93405
1833,ex1833,93406
1834,ex1834,93407
1835,ex1835,93410
1836,ex1836,93412
1837,ex1837,93417
1838,ex1838,93418
1839,ex1839,93419
1840,ex1840,93420
1841,ex1841,93421
1842,ex1842,93423
1843,ex1843,93426
1844,ex1844,93429
1845,ex1845,93435
1846,ex1846,93440
1847,ex1847,93441
1848,ex1848,93444
1849,ex1849,93445
1850,ex1850,93447
1851,ex1851,93451
1852,ex1852,93452
1853,ex1853,93453
1854,ex1854,93455
1855,ex1855,93456
1856,ex1856,93458
1857,ex1857,93461
1858,ex1858,93462
1859,ex1859,93463
1860,ex1860,93468
1861,ex1861,93469
1862,ex1862,93470
1863,ex1863,93480
1864,ex1864,93486
1865,ex1865,93490
1866,ex1866,93531
1867,ex1867,93550
1868,ex1868,93563
1869,ex1869,93565
1870,ex1870,93587
1871,ex1871,93601
1872,ex1872,93612
1873,ex1873,93714
1874,ex1874,93822
1875,ex1875,93887
1876,ex1876,93903
1877,ex1877,94129
1878,ex1878,94130
1879,ex1879,94606
1880,ex1880,94610
1881,ex1881,94613
1882,ex1882,94778
1883,ex1883,94795
1884,ex1884,94810
1885,ex1885,95011
1886,ex1886,97531
1887,ex1887,97535
1888,ex1888,97539
1889,ex1889,97543
1890,ex1890,97547
1891,ex1891,97551
1892,ex1892,97555
1893,ex1893,97559
1894,ex1894,97563
1895,ex1895,97567
1896,ex1896,97571
1897,ex1897,97575
1898,ex1898,97579
1899,ex1899,97583
1900,ex1900,97587
1901,ex1901,97591
1902,ex1902,97595
1903,ex1903,97599
1904,ex1904,97603
1905,ex1905,97607
1906,ex1906,97611
1907,ex1907,97615
1908,ex1908,97619
1909,ex1909,97623
1910,ex1910,97627
1911,ex1911,97631
1912,ex1912,97635
1913,ex1913,97639
1914,ex1914,97643
1915,ex1915,97647
1916,ex1916,97650
1917,ex1917,97655
1918,ex1918,97659
1919,ex1919,97663
1920,ex1920,97667
1921,ex1921,97671
1922,ex1922,97675
1923,ex1923,97679
1924,ex1924,97683
1925,ex1925,97687
1926,ex1926,97691
1927,ex1927,97695
1928,ex1928,97699
1929,ex1929,97703
1930,ex1930,97707
1931,ex1931,97711
1932,ex1932,97715
1933,ex1933,97719
1934,ex1934,97723
1935,ex1935,97727
1936,ex1936,97731
1937,ex1937,97735
1938,ex1938,97739
1939,ex1939,97743
1940,ex1940,97747
1941,ex1941,97751
1942,ex1942,97755
1943,ex1943,97759
1944,ex1944,97763
1945,ex1945,97767
1946,ex1946,97772
1947,ex1947,97776
1948,ex1948,97780
1949,ex1949,97784
1950,ex1950,97788
1951,ex1951,97792
1952,ex1952,97796
1953,ex1953,97800
1954,ex1954,97804
1955,ex1955,97808
1956,ex1956,97812
1957,ex1957,97816
1958,ex1958,97820
1959,ex1959,97824
1960,ex1960,97828
1961,ex1961,97832
1962,ex1962,97836
1963,ex1963,97840
1964,ex1964,97844
1965,ex1965,97848
1966,ex1966,97852
1967,ex1967,97856
1968,ex1968,97860
1969,ex1969,97864
1970,ex1970,97868
1971,ex1971,97872
1972,ex1972,97876
1973,ex1973,97880
1974,ex1974,97884
1975,ex1975,97888
1976,ex1976,97892
1977,ex1977,97896
1978,ex1978,97900
1979,ex1979,97904
1980,ex1980,97908
1981,ex1981,97912
1982,ex1982,97916
1983,ex1983,97920
1984,ex1984,97924
1985,ex1985,97928
1986,ex1986,99008
