uid,entity_id,original_uid,question,entity_exercise_id,original_question,concepts,response,timestamp,sequence_order,split
209,uid209,78675,214,ex214,46842,14,0,26427153,20,train
209,uid209,78675,538,ex538,58114,145,1,26427863,21,train
209,uid209,78675,218,ex218,47792,4,1,26428823,22,train
209,uid209,78675,220,ex220,47860,4,1,26428998,23,train
209,uid209,78675,637,ex637,59610,74,1,30412842,24,train
209,uid209,78675,230,ex230,49020,5,1,30413054,25,train
209,uid209,78675,228,ex228,49008,5,1,30652327,26,train
209,uid209,78675,231,ex231,49024,5,1,30652339,27,train
209,uid209,78675,521,ex521,57497,12,1,30652779,28,train
209,uid209,78675,531,ex531,57539,12,1,30652819,29,train
209,uid209,78675,213,ex213,46800,14,1,30652933,30,train
209,uid209,78675,221,ex221,48062,11,1,30654105,31,train
209,uid209,78675,227,ex227,48873,5,1,30654414,32,train
209,uid209,78675,316,ex316,51372,96,1,30659881,33,train
209,uid209,78675,317,ex317,51388,96,1,31052543,34,train
209,uid209,78675,1915,ex1915,97647,66,1,31052716,35,train
209,uid209,78675,64,ex64,108969,127,0,31057238,36,train
209,uid209,78675,44,ex44,108909,127,1,31057289,37,train
209,uid209,78675,47,ex47,108918,127,1,31057315,38,train
209,uid209,78675,45,ex45,108912,127,1,31057381,39,train
209,uid209,78675,216,ex216,46854,14,1,33164174,40,train
209,uid209,78675,217,ex217,46875,14,1,33164183,41,train
209,uid209,78675,519,ex519,57491,12,1,33164349,42,train
209,uid209,78675,532,ex532,57545,12,1,33164410,43,train
209,uid209,78675,33,ex33,107990,67,1,35362016,44,train
210,uid210,78704,443,ex443,53839,40,1,20427822,0,test
210,uid210,78704,442,ex442,53838,40,1,20427984,1,test
210,uid210,78704,1758,ex1758,90335,42,1,20428078,2,test
210,uid210,78704,440,ex440,53836,40,1,20428160,3,test
210,uid210,78704,1765,ex1765,90501,42,1,20428230,4,test
210,uid210,78704,1019,ex1019,85343,135,1,20428887,5,test
210,uid210,78704,1018,ex1018,85342,135,1,20428995,6,test
210,uid210,78704,864,ex864,84729,135,1,20429101,7,test
210,uid210,78704,894,ex894,84805,114,1,20429152,8,test
210,uid210,78704,290,ex290,51004,65,1,20429352,9,test
210,uid210,78704,272,ex272,50986,65,1,20429897,10,test
210,uid210,78704,308,ex308,51112,65,1,20430455,11,test
210,uid210,78704,268,ex268,50982,65,0,20545713,12,test
210,uid210,78704,1535,ex1535,88857,19,0,20545792,13,test
210,uid210,78704,314,ex314,51171,64,1,20545822,14,test
210,uid210,78704,273,ex273,50987,65,1,20545832,15,test
210,uid210,78704,197,ex197,14443,28,0,20546348,16,test
210,uid210,78704,307,ex307,51108,65,0,20976981,17,test
210,uid210,78704,309,ex309,51116,65,0,20978135,18,test
210,uid210,78704,304,ex304,51088,65,1,20978307,19,test
210,uid210,78704,286,ex286,51000,65,1,20978575,20,test
210,uid210,78704,298,ex298,51012,65,0,20978805,21,test
210,uid210,78704,296,ex296,51010,65,1,21028970,22,test
210,uid210,78704,1452,ex1452,86879,121,0,21302216,23,test
210,uid210,78704,1309,ex1309,86450,44,1,21302447,24,test
210,uid210,78704,1425,ex1425,86779,121,0,21492468,25,test
210,uid210,78704,1265,ex1265,86313,44,1,21492753,26,test
210,uid210,78704,1308,ex1308,86448,44,1,21492807,27,test
210,uid210,78704,1468,ex1468,87025,117,1,21492965,28,test
210,uid210,78704,1424,ex1424,86778,121,1,21493019,29,test
210,uid210,78704,1310,ex1310,86452,44,1,21493100,30,test
210,uid210,78704,1883,ex1883,94795,21,0,22681700,31,test
210,uid210,78704,1880,ex1880,94610,20,0,23073413,32,test
210,uid210,78704,182,ex182,13297,31,1,23774510,33,test
210,uid210,78704,675,ex675,60128,126,0,23775884,34,test
210,uid210,78704,179,ex179,12981,29,0,23776283,35,test
210,uid210,78704,1902,ex1902,97595,66,0,24806278,36,test
210,uid210,78704,1933,ex1933,97719,66,0,24806784,37,test
210,uid210,78704,1919,ex1919,97663,66,1,24807044,38,test
210,uid210,78704,1907,ex1907,97615,66,1,24807287,39,test
210,uid210,78704,1889,ex1889,97543,66,1,24807446,40,test
210,uid210,78704,0,ex0,100821,108,1,24809138,41,test
210,uid210,78704,1951,ex1951,97792,109,1,24811686,42,test
210,uid210,78704,1949,ex1949,97784,109,1,24811892,43,test
210,uid210,78704,1947,ex1947,97776,109,1,24812105,44,test
210,uid210,78704,673,ex673,60125,126,0,24972302,45,test
210,uid210,78704,1202,ex1202,86,106,0,24973166,46,test
210,uid210,78704,853,ex853,83,118,1,24973402,47,test
210,uid210,78704,1009,ex1009,85,104,0,24973589,48,test
211,uid211,78705,896,ex896,84813,114,1,21025734,0,train
211,uid211,78705,1025,ex1025,85458,123,0,21025797,1,train
211,uid211,78705,1017,ex1017,85341,135,1,21026601,2,train
211,uid211,78705,865,ex865,84730,135,1,21026635,3,train
211,uid211,78705,1022,ex1022,85446,123,1,21026651,4,train
211,uid211,78705,892,ex892,84797,114,0,21026851,5,train
211,uid211,78705,868,ex868,84733,135,1,21027108,6,train
211,uid211,78705,268,ex268,50982,65,1,21570222,7,train
211,uid211,78705,304,ex304,51088,65,0,21570635,8,train
211,uid211,78705,314,ex314,51171,64,1,21572704,9,train
211,uid211,78705,1482,ex1482,87074,117,1,21574161,10,train
211,uid211,78705,1467,ex1467,87024,117,1,21574335,11,train
211,uid211,78705,1419,ex1419,86773,121,1,21574866,12,train
211,uid211,78705,1453,ex1453,86880,121,0,21574958,13,train
211,uid211,78705,1269,ex1269,86317,44,1,21577457,14,train
211,uid211,78705,1476,ex1476,87033,117,0,21577734,15,train
211,uid211,78705,1881,ex1881,94613,20,0,23072036,16,train
211,uid211,78705,1929,ex1929,97703,66,1,24806531,17,train
211,uid211,78705,1895,ex1895,97567,66,1,24807999,18,train
211,uid211,78705,1900,ex1900,97587,66,1,24809244,19,train
211,uid211,78705,0,ex0,100821,108,1,24811615,20,train
211,uid211,78705,1986,ex1986,99008,108,0,24811662,21,train
211,uid211,78705,1955,ex1955,97808,109,0,24814629,22,train
211,uid211,78705,1962,ex1962,97836,109,0,24814830,23,train
211,uid211,78705,1952,ex1952,97796,109,1,24814919,24,train
211,uid211,78705,1971,ex1971,97872,109,1,24814976,25,train
211,uid211,78705,1948,ex1948,97780,109,1,24815150,26,train
211,uid211,78705,675,ex675,60128,126,0,24972170,27,train
211,uid211,78705,179,ex179,12981,29,0,24972635,28,train
211,uid211,78705,182,ex182,13297,31,0,24974813,29,train
211,uid211,78705,199,ex199,14468,28,0,24974954,30,train
211,uid211,78705,197,ex197,14443,28,0,24975453,31,train
211,uid211,78705,180,ex180,13152,29,0,24976062,32,train
211,uid211,78705,175,ex175,12949,31,0,24976449,33,train
211,uid211,78705,1880,ex1880,94610,20,1,24978938,34,train
212,uid212,78706,439,ex439,53834,40,1,21024204,0,train
212,uid212,78706,449,ex449,53991,41,1,21024250,1,train
212,uid212,78706,1754,ex1754,90323,42,1,21024299,2,train
212,uid212,78706,1757,ex1757,90332,42,1,21024358,3,train
212,uid212,78706,451,ex451,53999,41,1,21024451,4,train
212,uid212,78706,898,ex898,84821,114,1,21028732,5,train
212,uid212,78706,1018,ex1018,85342,135,1,21028874,6,train
212,uid212,78706,1031,ex1031,85486,123,0,21028969,7,train
212,uid212,78706,1019,ex1019,85343,135,1,21029861,8,train
212,uid212,78706,1023,ex1023,85450,123,1,21029943,9,train
212,uid212,78706,893,ex893,84801,114,1,21030106,10,train
212,uid212,78706,868,ex868,84733,135,1,21030195,11,train
212,uid212,78706,1025,ex1025,85458,123,1,21353342,12,train
212,uid212,78706,1264,ex1264,86312,44,1,21353366,13,train
212,uid212,78706,1454,ex1454,86881,121,1,21384970,14,train
212,uid212,78706,1424,ex1424,86778,121,1,21385009,15,train
212,uid212,78706,1483,ex1483,87077,117,1,21385090,16,train
212,uid212,78706,1423,ex1423,86777,121,1,21385144,17,train
212,uid212,78706,282,ex282,50996,65,1,21560785,18,train
212,uid212,78706,269,ex269,50983,65,1,21561046,19,train
212,uid212,78706,1536,ex1536,88861,19,1,21562654,20,train
212,uid212,78706,298,ex298,51012,65,1,21606600,21,train
212,uid212,78706,306,ex306,51104,65,1,21608496,22,train
212,uid212,78706,283,ex283,50997,65,1,21608736,23,train
212,uid212,78706,278,ex278,50992,65,1,21608778,24,train
212,uid212,78706,1881,ex1881,94613,20,1,23775927,25,train
212,uid212,78706,1904,ex1904,97603,66,1,24806454,26,train
212,uid212,78706,1944,ex1944,97763,66,1,24806659,27,train
212,uid212,78706,1892,ex1892,97555,66,0,24806844,28,train
212,uid212,78706,1897,ex1897,97575,66,1,24807482,29,train
212,uid212,78706,1893,ex1893,97559,66,1,24807885,30,train
212,uid212,78706,1912,ex1912,97635,66,1,24808092,31,train
212,uid212,78706,0,ex0,100821,108,1,24808336,32,train
212,uid212,78706,1963,ex1963,97840,109,1,24811277,33,train
212,uid212,78706,1966,ex1966,97852,109,1,24811418,34,train
212,uid212,78706,1979,ex1979,97904,109,1,24811458,35,train
212,uid212,78706,197,ex197,14443,28,0,24814583,36,train
212,uid212,78706,199,ex199,14468,28,0,24816019,37,train
213,uid213,78707,1767,ex1767,90534,42,1,20737561,0,train
213,uid213,78707,1764,ex1764,90479,42,1,20737575,1,train
213,uid213,78707,438,ex438,53833,40,1,20737621,2,train
213,uid213,78707,452,ex452,54003,41,1,20737649,3,train
213,uid213,78707,891,ex891,84793,114,1,21283740,4,train
213,uid213,78707,893,ex893,84801,114,1,21283750,5,train
213,uid213,78707,894,ex894,84805,114,1,21283772,6,train
213,uid213,78707,892,ex892,84797,114,1,21283780,7,train
213,uid213,78707,897,ex897,84817,114,1,21283793,8,train
213,uid213,78707,1489,ex1489,87083,117,0,21284208,9,train
213,uid213,78707,1263,ex1263,86311,44,1,21284433,10,train
213,uid213,78707,1487,ex1487,87081,117,1,21284497,11,train
213,uid213,78707,1482,ex1482,87074,117,1,21284572,12,train
213,uid213,78707,1309,ex1309,86450,44,1,21284770,13,train
213,uid213,78707,1451,ex1451,86878,121,1,21284831,14,train
213,uid213,78707,1467,ex1467,87024,117,0,21375880,15,train
213,uid213,78707,1421,ex1421,86775,121,1,21376170,16,train
213,uid213,78707,1474,ex1474,87031,117,1,21376217,17,train
213,uid213,78707,1268,ex1268,86316,44,1,21376253,18,train
213,uid213,78707,1422,ex1422,86776,121,1,21376310,19,train
213,uid213,78707,286,ex286,51000,65,1,21488296,20,train
213,uid213,78707,290,ex290,51004,65,1,21488788,21,train
213,uid213,78707,1937,ex1937,97735,66,0,24806104,22,train
213,uid213,78707,1907,ex1907,97615,66,1,24807150,23,train
213,uid213,78707,1924,ex1924,97683,66,1,24807627,24,train
213,uid213,78707,1928,ex1928,97699,66,0,24808045,25,train
213,uid213,78707,1901,ex1901,97591,66,0,24809311,26,train
213,uid213,78707,1915,ex1915,97647,66,1,24809698,27,train
213,uid213,78707,1938,ex1938,97739,66,0,24809942,28,train
213,uid213,78707,1926,ex1926,97691,66,0,24811565,29,train
213,uid213,78707,1935,ex1935,97727,66,0,24812154,30,train
213,uid213,78707,1931,ex1931,97711,66,0,24812972,31,train
214,uid214,78708,453,ex453,54007,41,0,20428176,0,train
214,uid214,78708,1758,ex1758,90335,42,1,20429197,1,train
214,uid214,78708,489,ex489,54490,42,1,20429233,2,train
214,uid214,78708,1765,ex1765,90501,42,1,20429380,3,train
214,uid214,78708,1764,ex1764,90479,42,1,20429438,4,train
214,uid214,78708,891,ex891,84793,114,1,20429713,5,train
214,uid214,78708,1015,ex1015,85339,135,1,20429811,6,train
214,uid214,78708,1028,ex1028,85474,123,1,20429902,7,train
214,uid214,78708,1025,ex1025,85458,123,1,20429926,8,train
214,uid214,78708,1029,ex1029,85478,123,1,20430022,9,train
214,uid214,78708,269,ex269,50983,65,1,20846655,10,train
214,uid214,78708,292,ex292,51006,65,1,20847070,11,train
214,uid214,78708,271,ex271,50985,65,0,20847212,12,train
214,uid214,78708,311,ex311,51153,64,1,20847515,13,train
214,uid214,78708,1535,ex1535,88857,19,1,20958205,14,train
214,uid214,78708,1471,ex1471,87028,117,1,21145555,15,train
214,uid214,78708,1483,ex1483,87077,117,0,21145602,16,train
214,uid214,78708,1476,ex1476,87033,117,1,21145619,17,train
214,uid214,78708,1484,ex1484,87078,117,1,21145647,18,train
214,uid214,78708,1272,ex1272,86320,44,1,21145657,19,train
214,uid214,78708,1881,ex1881,94613,20,1,22396491,20,train
214,uid214,78708,1882,ex1882,94778,21,0,22413793,21,train
214,uid214,78708,181,ex181,13249,29,1,23072474,22,train
214,uid214,78708,672,ex672,60123,126,1,23072514,23,train
214,uid214,78708,180,ex180,13152,29,0,23156777,24,train
214,uid214,78708,198,ex198,14449,28,1,23156809,25,train
214,uid214,78708,175,ex175,12949,31,0,23156816,26,train
214,uid214,78708,1202,ex1202,86,106,1,23156868,27,train
214,uid214,78708,673,ex673,60125,126,0,23362673,28,train
214,uid214,78708,212,ex212,4015,103,0,23363075,29,train
214,uid214,78708,211,ex211,4013,118,0,23363086,30,train
214,uid214,78708,210,ex210,252,105,1,23363208,31,train
214,uid214,78708,179,ex179,12981,29,0,23774630,32,train
214,uid214,78708,197,ex197,14443,28,0,23775699,33,train
214,uid214,78708,1916,ex1916,97650,66,1,24806733,34,train
214,uid214,78708,1911,ex1911,97631,66,1,24806804,35,train
214,uid214,78708,1939,ex1939,97743,66,0,24806886,36,train
214,uid214,78708,1892,ex1892,97555,66,0,24807122,37,train
214,uid214,78708,1940,ex1940,97747,66,1,24807323,38,train
214,uid214,78708,1896,ex1896,97571,66,0,24807562,39,train
214,uid214,78708,1935,ex1935,97727,66,1,24808031,40,train
214,uid214,78708,1906,ex1906,97611,66,0,24808291,41,train
214,uid214,78708,1905,ex1905,97607,66,1,24808400,42,train
214,uid214,78708,1943,ex1943,97759,66,1,24808508,43,train
214,uid214,78708,0,ex0,100821,108,0,24809494,44,train
214,uid214,78708,1983,ex1983,97920,109,1,24812731,45,train
214,uid214,78708,1974,ex1974,97884,109,1,24812909,46,train
214,uid214,78708,1947,ex1947,97776,109,0,24812948,47,train
214,uid214,78708,1960,ex1960,97828,109,1,24813091,48,train
214,uid214,78708,1962,ex1962,97836,109,1,24813155,49,train
214,uid214,78708,1966,ex1966,97852,109,1,24813209,50,train
214,uid214,78708,674,ex674,60127,126,0,24971387,51,train
214,uid214,78708,199,ex199,14468,28,0,24973209,52,train
214,uid214,78708,200,ex200,15142,31,0,24974065,53,train
214,uid214,78708,1914,ex1914,97643,66,1,24974614,54,train
214,uid214,78708,1931,ex1931,97711,66,1,24974669,55,train
214,uid214,78708,1941,ex1941,97751,66,0,24974959,56,train
214,uid214,78708,1937,ex1937,97735,66,1,24975362,57,train
214,uid214,78708,1933,ex1933,97719,66,0,24975569,58,train
214,uid214,78708,1928,ex1928,97699,66,0,24975932,59,train
214,uid214,78708,1929,ex1929,97703,66,1,24976303,60,train
214,uid214,78708,1909,ex1909,97623,66,1,24976529,61,train
214,uid214,78708,1932,ex1932,97715,66,1,24976723,62,train
214,uid214,78708,1888,ex1888,97539,66,1,24976858,63,train
214,uid214,78708,1915,ex1915,97647,66,0,24977038,64,train
214,uid214,78708,1904,ex1904,97603,66,1,26154903,65,train
214,uid214,78708,1917,ex1917,97655,66,1,26154910,66,train
214,uid214,78708,1936,ex1936,97731,66,0,26154922,67,train
214,uid214,78708,1923,ex1923,97679,66,1,26154949,68,train
214,uid214,78708,1913,ex1913,97639,66,1,26154958,69,train
214,uid214,78708,1887,ex1887,97535,66,1,26154966,70,train
214,uid214,78708,1903,ex1903,97599,66,1,26154978,71,train
214,uid214,78708,1922,ex1922,97675,66,1,26154992,72,train
215,uid215,78709,444,ex444,53840,40,0,20429874,0,train
215,uid215,78709,1768,ex1768,90537,42,1,20430303,1,train
215,uid215,78709,1753,ex1753,90314,42,1,20881902,2,train
215,uid215,78709,1766,ex1766,90531,42,1,20881920,3,train
215,uid215,78709,865,ex865,84730,135,1,20881960,4,train
215,uid215,78709,892,ex892,84797,114,1,20882217,5,train
215,uid215,78709,890,ex890,84789,114,1,20882236,6,train
215,uid215,78709,1022,ex1022,85446,123,0,20882245,7,train
215,uid215,78709,1017,ex1017,85341,135,0,20882314,8,train
215,uid215,78709,1018,ex1018,85342,135,1,20979864,9,train
215,uid215,78709,898,ex898,84821,114,1,20979879,10,train
215,uid215,78709,896,ex896,84813,114,1,20979944,11,train
215,uid215,78709,1031,ex1031,85486,123,1,20979960,12,train
215,uid215,78709,867,ex867,84732,135,1,20979979,13,train
216,uid216,78710,1017,ex1017,85341,135,1,21029608,0,train
216,uid216,78710,899,ex899,84825,114,1,21029651,1,train
216,uid216,78710,867,ex867,84732,135,1,21029731,2,train
216,uid216,78710,890,ex890,84789,114,1,21029803,3,train
216,uid216,78710,1023,ex1023,85450,123,1,21029897,4,train
216,uid216,78710,1767,ex1767,90534,42,1,21292878,5,train
216,uid216,78710,1770,ex1770,90543,42,1,21292897,6,train
216,uid216,78710,446,ex446,53842,40,1,21292920,7,train
216,uid216,78710,449,ex449,53991,41,1,21292939,8,train
216,uid216,78710,443,ex443,53839,40,1,21292985,9,train
216,uid216,78710,1489,ex1489,87083,117,0,21293040,10,train
216,uid216,78710,1471,ex1471,87028,117,1,21293181,11,train
216,uid216,78710,1454,ex1454,86881,121,1,21293223,12,train
216,uid216,78710,1451,ex1451,86878,121,1,21293264,13,train
216,uid216,78710,1474,ex1474,87031,117,1,21293303,14,train
216,uid216,78710,1312,ex1312,86455,44,0,21293363,15,train
216,uid216,78710,1472,ex1472,87029,117,1,21293534,16,train
216,uid216,78710,1272,ex1272,86320,44,1,21563879,17,train
216,uid216,78710,1453,ex1453,86880,121,1,21564050,18,train
216,uid216,78710,1487,ex1487,87081,117,1,21564436,19,train
216,uid216,78710,307,ex307,51108,65,0,21565357,20,train
216,uid216,78710,290,ex290,51004,65,0,21566477,21,train
216,uid216,78710,272,ex272,50986,65,1,23071017,22,train
216,uid216,78710,1542,ex1542,89016,19,0,23071521,23,train
216,uid216,78710,311,ex311,51153,64,1,23071886,24,train
216,uid216,78710,314,ex314,51171,64,1,23072044,25,train
216,uid216,78710,1941,ex1941,97751,66,1,24806216,26,train
216,uid216,78710,1926,ex1926,97691,66,1,24806526,27,train
216,uid216,78710,1921,ex1921,97671,66,1,24806703,28,train
216,uid216,78710,1986,ex1986,99008,108,0,24807355,29,train
216,uid216,78710,1976,ex1976,97892,109,0,24809823,30,train
216,uid216,78710,1973,ex1973,97880,109,0,24809931,31,train
216,uid216,78710,1949,ex1949,97784,109,0,24810204,32,train
216,uid216,78710,1966,ex1966,97852,109,1,24810297,33,train
216,uid216,78710,1969,ex1969,97864,109,0,24810369,34,train
216,uid216,78710,1953,ex1953,97800,109,0,24810624,35,train
216,uid216,78710,1983,ex1983,97920,109,1,24810702,36,train
216,uid216,78710,1955,ex1955,97808,109,1,24810784,37,train
216,uid216,78710,1965,ex1965,97848,109,1,24810822,38,train
216,uid216,78710,1884,ex1884,94810,21,0,24816106,39,train
216,uid216,78710,674,ex674,60127,126,0,24973235,40,train
217,uid217,78712,444,ex444,53840,40,1,21024593,0,test
217,uid217,78712,440,ex440,53836,40,1,21024870,1,test
217,uid217,78712,1764,ex1764,90479,42,1,21025017,2,test
217,uid217,78712,313,ex313,51168,64,1,21025390,3,test
217,uid217,78712,273,ex273,50987,65,1,21025493,4,test
217,uid217,78712,299,ex299,51024,65,1,21026077,5,test
217,uid217,78712,899,ex899,84825,114,1,21026987,6,test
217,uid217,78712,1015,ex1015,85339,135,1,21027044,7,test
217,uid217,78712,894,ex894,84805,114,1,21027096,8,test
217,uid217,78712,893,ex893,84801,114,1,21027166,9,test
217,uid217,78712,1030,ex1030,85482,123,1,21027206,10,test
217,uid217,78712,1420,ex1420,86774,121,1,21373430,11,test
217,uid217,78712,1308,ex1308,86448,44,1,21373443,12,test
217,uid217,78712,1312,ex1312,86455,44,1,21373541,13,test
217,uid217,78712,1306,ex1306,86444,44,1,21373572,14,test
217,uid217,78712,1309,ex1309,86450,44,1,21373600,15,test
217,uid217,78712,1911,ex1911,97631,66,1,24970334,16,test
217,uid217,78712,1907,ex1907,97615,66,1,24970763,17,test
217,uid217,78712,1899,ex1899,97583,66,1,24971117,18,test
217,uid217,78712,1923,ex1923,97679,66,1,24971416,19,test
217,uid217,78712,1939,ex1939,97743,66,1,24971637,20,test
217,uid217,78712,0,ex0,100821,108,0,24974449,21,test
217,uid217,78712,1951,ex1951,97792,109,0,24978350,22,test
217,uid217,78712,1979,ex1979,97904,109,1,24978606,23,test
217,uid217,78712,1982,ex1982,97916,109,1,24979140,24,test
217,uid217,78712,1969,ex1969,97864,109,1,24979211,25,test
217,uid217,78712,1959,ex1959,97824,109,1,24979310,26,test
217,uid217,78712,1956,ex1956,97812,109,1,24979386,27,test
218,uid218,78714,1028,ex1028,85474,123,1,20429623,0,train
218,uid218,78714,890,ex890,84789,114,1,20429661,1,train
218,uid218,78714,1015,ex1015,85339,135,1,20429700,2,train
218,uid218,78714,891,ex891,84793,114,1,20429738,3,train
218,uid218,78714,278,ex278,50992,65,1,20430263,4,train
218,uid218,78714,442,ex442,53838,40,1,20567783,5,train
218,uid218,78714,488,ex488,54484,42,1,20567981,6,train
218,uid218,78714,456,ex456,54019,41,0,20568077,7,train
218,uid218,78714,276,ex276,50990,65,0,21025052,8,train
218,uid218,78714,304,ex304,51088,65,1,21026708,9,train
218,uid218,78714,292,ex292,51006,65,1,21028818,10,train
218,uid218,78714,282,ex282,50996,65,1,21029356,11,train
218,uid218,78714,302,ex302,51048,65,0,21029822,12,train
218,uid218,78714,450,ex450,53995,41,1,21367752,13,train
218,uid218,78714,1271,ex1271,86319,44,1,21367927,14,train
218,uid218,78714,1422,ex1422,86776,121,0,21368079,15,train
218,uid218,78714,1468,ex1468,87025,117,1,21368101,16,train
218,uid218,78714,1310,ex1310,86452,44,1,21368130,17,train
218,uid218,78714,1421,ex1421,86775,121,1,21368177,18,train
218,uid218,78714,1486,ex1486,87080,117,0,21368203,19,train
218,uid218,78714,1305,ex1305,86442,44,1,21560528,20,train
218,uid218,78714,1473,ex1473,87030,117,1,21560929,21,train
218,uid218,78714,1263,ex1263,86311,44,1,21561039,22,train
218,uid218,78714,1472,ex1472,87029,117,1,21561162,23,train
218,uid218,78714,1264,ex1264,86312,44,1,21561333,24,train
218,uid218,78714,1881,ex1881,94613,20,0,22376767,25,train
218,uid218,78714,1879,ex1879,94606,20,0,22690383,26,train
218,uid218,78714,1880,ex1880,94610,20,1,22694287,27,train
218,uid218,78714,199,ex199,14468,28,1,23775666,28,train
218,uid218,78714,1920,ex1920,97667,66,1,24806378,29,train
218,uid218,78714,1892,ex1892,97555,66,1,24806524,30,train
218,uid218,78714,1932,ex1932,97715,66,1,24806699,31,train
218,uid218,78714,1,ex1,101904,108,0,24809418,32,train
218,uid218,78714,1949,ex1949,97784,109,1,24811263,33,train
218,uid218,78714,1970,ex1970,97868,109,1,24811602,34,train
218,uid218,78714,1961,ex1961,97832,109,1,24811789,35,train
218,uid218,78714,198,ex198,14449,28,0,24815402,36,train
218,uid218,78714,175,ex175,12949,31,0,24815977,37,train
218,uid218,78714,179,ex179,12981,29,0,24816259,38,train
218,uid218,78714,674,ex674,60127,126,0,24976208,39,train
218,uid218,78714,675,ex675,60128,126,0,24977619,40,train
218,uid218,78714,210,ex210,252,105,0,24978091,41,train
218,uid218,78714,208,ex208,249,118,0,24978133,42,train
218,uid218,78714,209,ex209,251,104,0,24978315,43,train
219,uid219,78718,1024,ex1024,85454,123,0,20429731,0,train
219,uid219,78718,1017,ex1017,85341,135,1,20691509,1,train
219,uid219,78718,443,ex443,53839,40,1,20692859,2,train
219,uid219,78718,439,ex439,53834,40,1,20693258,3,train
219,uid219,78718,312,ex312,51162,64,1,20694243,4,train
219,uid219,78718,1757,ex1757,90332,42,1,20943501,5,train
219,uid219,78718,290,ex290,51004,65,0,21027419,6,train
219,uid219,78718,898,ex898,84821,114,1,21282959,7,train
219,uid219,78718,897,ex897,84817,114,1,21282974,8,train
219,uid219,78718,304,ex304,51088,65,1,21283078,9,train
219,uid219,78718,1542,ex1542,89016,19,1,21283163,10,train
219,uid219,78718,1308,ex1308,86448,44,0,21283329,11,train
219,uid219,78718,1467,ex1467,87024,117,1,21283584,12,train
219,uid219,78718,1304,ex1304,86440,44,0,21283613,13,train
219,uid219,78718,1472,ex1472,87029,117,1,21283787,14,train
219,uid219,78718,1269,ex1269,86317,44,0,21283812,15,train
219,uid219,78718,1426,ex1426,86780,121,0,21283943,16,train
219,uid219,78718,1483,ex1483,87077,117,0,21283961,17,train
219,uid219,78718,674,ex674,60127,126,0,21284267,18,train
219,uid219,78718,1264,ex1264,86312,44,1,21560519,19,train
219,uid219,78718,1421,ex1421,86775,121,1,21560708,20,train
219,uid219,78718,1420,ex1420,86774,121,1,21560889,21,train
219,uid219,78718,1312,ex1312,86455,44,1,21560969,22,train
219,uid219,78718,675,ex675,60128,126,1,23071713,23,train
219,uid219,78718,180,ex180,13152,29,1,23072048,24,train
219,uid219,78718,200,ex200,15142,31,0,23072716,25,train
219,uid219,78718,1920,ex1920,97667,66,1,24805931,26,train
219,uid219,78718,1892,ex1892,97555,66,1,24806189,27,train
219,uid219,78718,1917,ex1917,97655,66,0,24806420,28,train
219,uid219,78718,1891,ex1891,97551,66,0,24809430,29,train
219,uid219,78718,1898,ex1898,97579,66,1,24810020,30,train
219,uid219,78718,1913,ex1913,97639,66,1,24810208,31,train
219,uid219,78718,1934,ex1934,97723,66,1,24810362,32,train
219,uid219,78718,1,ex1,101904,108,1,24811145,33,train
219,uid219,78718,1974,ex1974,97884,109,1,24814322,34,train
219,uid219,78718,1947,ex1947,97776,109,1,24814416,35,train
219,uid219,78718,1953,ex1953,97800,109,1,24814979,36,train
219,uid219,78718,1884,ex1884,94810,21,0,24972031,37,train
220,uid220,78719,1764,ex1764,90479,42,1,20870101,0,train
220,uid220,78719,1759,ex1759,90338,42,1,20870309,1,train
220,uid220,78719,489,ex489,54490,42,1,20870354,2,train
220,uid220,78719,442,ex442,53838,40,1,20870419,3,train
220,uid220,78719,446,ex446,53842,40,1,20870683,4,train
220,uid220,78719,1536,ex1536,88861,19,0,20873780,5,train
220,uid220,78719,309,ex309,51116,65,0,20874613,6,train
220,uid220,78719,290,ex290,51004,65,1,20875113,7,train
220,uid220,78719,865,ex865,84730,135,1,20875218,8,train
220,uid220,78719,1018,ex1018,85342,135,1,20875278,9,train
220,uid220,78719,1028,ex1028,85474,123,1,20875303,10,train
220,uid220,78719,896,ex896,84813,114,1,20875410,11,train
220,uid220,78719,269,ex269,50983,65,1,20974691,12,train
220,uid220,78719,286,ex286,51000,65,1,20974960,13,train
220,uid220,78719,1473,ex1473,87030,117,1,21493437,14,train
220,uid220,78719,1311,ex1311,86454,44,1,21493462,15,train
220,uid220,78719,1470,ex1470,87027,117,1,21493534,16,train
220,uid220,78719,1450,ex1450,86877,121,1,21493553,17,train
220,uid220,78719,1265,ex1265,86313,44,1,21493624,18,train
220,uid220,78719,1907,ex1907,97615,66,0,24806618,19,train
220,uid220,78719,1924,ex1924,97683,66,1,24807519,20,train
220,uid220,78719,1940,ex1940,97747,66,1,24809032,21,train
220,uid220,78719,1926,ex1926,97691,66,0,24809340,22,train
220,uid220,78719,1913,ex1913,97639,66,1,24810031,23,train
220,uid220,78719,1897,ex1897,97575,66,1,24810150,24,train
220,uid220,78719,1894,ex1894,97563,66,0,24810458,25,train
220,uid220,78719,1901,ex1901,97591,66,1,24811321,26,train
220,uid220,78719,1936,ex1936,97731,66,1,24811507,27,train
220,uid220,78719,1910,ex1910,97627,66,1,24811657,28,train
220,uid220,78719,1972,ex1972,97876,109,0,24970022,29,train
