exercise_index,entity_id,original_question_id
1509,ex1509,3031
1510,ex1510,3060
1511,ex1511,3082
1512,ex1512,3091
1513,ex1513,3092
1514,ex1514,3098
1515,ex1515,3127
1516,ex1516,3135
1517,ex1517,3136
1518,ex1518,3137
1519,ex1519,3145
1520,ex1520,3148
1521,ex1521,3149
1522,ex1522,3150
1523,ex1523,3151
1524,ex1524,3152
1525,ex1525,3153
1526,ex1526,3154
1527,ex1527,3155
1528,ex1528,3157
1529,ex1529,3158
1530,ex1530,3161
1531,ex1531,3162
1532,ex1532,3163
1533,ex1533,3167
1534,ex1534,3171
1535,ex1535,3172
1536,ex1536,3177
1537,ex1537,3178
1538,ex1538,3186
1539,ex1539,3196
1540,ex1540,3203
1541,ex1541,3204
1542,ex1542,3206
1543,ex1543,3207
1544,ex1544,3212
1545,ex1545,3213
1546,ex1546,3214
1547,ex1547,3215
1548,ex1548,3216
1549,ex1549,3217
1550,ex1550,3218
1551,ex1551,3219
1552,ex1552,3220
1553,ex1553,3221
1554,ex1554,3222
1555,ex1555,3223
1556,ex1556,3224
1557,ex1557,3225
1558,ex1558,3230
1559,ex1559,3234
1560,ex1560,3235
1561,ex1561,3250
1562,ex1562,3264
1563,ex1563,3268
1564,ex1564,3269
1565,ex1565,3270
1566,ex1566,3271
1567,ex1567,3274
1568,ex1568,3279
1569,ex1569,3280
1570,ex1570,3281
1571,ex1571,3283
1572,ex1572,3285
1573,ex1573,3286
1574,ex1574,3289
1575,ex1575,3291
1576,ex1576,3592
1577,ex1577,3593
1578,ex1578,3595
1579,ex1579,3596
1580,ex1580,3597
1581,ex1581,3600
1582,ex1582,3606
1583,ex1583,3607
1584,ex1584,3608
1585,ex1585,3609
1586,ex1586,3610
1587,ex1587,3614
1588,ex1588,3615
1589,ex1589,3616
1590,ex1590,3617
1591,ex1591,3618
1592,ex1592,3619
1593,ex1593,3620
1594,ex1594,3622
1595,ex1595,3623
1596,ex1596,3624
1597,ex1597,3625
1598,ex1598,3626
1599,ex1599,3627
1600,ex1600,3628
1601,ex1601,3636
1602,ex1602,3639
1603,ex1603,3640
1604,ex1604,3641
1605,ex1605,3642
1606,ex1606,3643
1607,ex1607,3665
1608,ex1608,3666
1609,ex1609,3739
1610,ex1610,3740
1611,ex1611,3741
1612,ex1612,3742
1613,ex1613,3743
1614,ex1614,3744
1615,ex1615,3745
1616,ex1616,3746
1617,ex1617,3747
1618,ex1618,3751
1619,ex1619,3752
1620,ex1620,3753
1621,ex1621,3754
1622,ex1622,3755
1623,ex1623,3763
1624,ex1624,3764
1625,ex1625,3766
1626,ex1626,3768
1627,ex1627,3769
1628,ex1628,3770
1629,ex1629,3783
1630,ex1630,3784
1631,ex1631,3785
1632,ex1632,3786
1633,ex1633,3809
1634,ex1634,3917
1635,ex1635,3918
1636,ex1636,3919
1637,ex1637,3921
1638,ex1638,3922
1639,ex1639,3923
1640,ex1640,3929
1641,ex1641,3930
1642,ex1642,3931
1643,ex1643,3933
1644,ex1644,3934
1645,ex1645,3935
1646,ex1646,3936
1647,ex1647,3937
1648,ex1648,3938
1649,ex1649,3939
1650,ex1650,3940
1651,ex1651,3941
1652,ex1652,3942
1653,ex1653,3943
1654,ex1654,3945
1655,ex1655,3946
1656,ex1656,3947
1657,ex1657,3949
1658,ex1658,3950
1659,ex1659,3951
1660,ex1660,3952
1661,ex1661,3953
1662,ex1662,3954
1663,ex1663,3955
1664,ex1664,3956
1665,ex1665,3957
1666,ex1666,3958
1667,ex1667,3959
1668,ex1668,3960
1669,ex1669,3961
1670,ex1670,3962
1671,ex1671,3963
1672,ex1672,3964
1673,ex1673,3965
1674,ex1674,3966
1675,ex1675,3967
1676,ex1676,3968
1677,ex1677,3969
1678,ex1678,3970
1679,ex1679,3971
1680,ex1680,3972
1681,ex1681,3973
1682,ex1682,3974
1683,ex1683,3975
1684,ex1684,3977
1685,ex1685,3978
1686,ex1686,3979
1687,ex1687,3980
1688,ex1688,3981
1689,ex1689,3982
1690,ex1690,3983
1691,ex1691,3984
1692,ex1692,3985
1693,ex1693,3986
1694,ex1694,3987
1695,ex1695,3988
1696,ex1696,3989
1697,ex1697,3990
1698,ex1698,3991
1699,ex1699,3992
1700,ex1700,3993
1701,ex1701,3994
1702,ex1702,3996
1703,ex1703,3997
1704,ex1704,3998
1705,ex1705,3999
1706,ex1706,4000
1707,ex1707,4001
1708,ex1708,4002
1709,ex1709,4003
1710,ex1710,4004
1711,ex1711,4005
1712,ex1712,4006
1713,ex1713,4007
1714,ex1714,4008
1715,ex1715,4009
1716,ex1716,4010
1717,ex1717,4011
1718,ex1718,4012
1719,ex1719,4013
1720,ex1720,4014
1721,ex1721,4015
1722,ex1722,4016
1723,ex1723,4017
1724,ex1724,4018
1725,ex1725,4019
1726,ex1726,4020
1727,ex1727,4021
1728,ex1728,4022
1729,ex1729,4023
1730,ex1730,4025
1731,ex1731,4026
1732,ex1732,4027
1733,ex1733,4028
1734,ex1734,4029
1735,ex1735,4030
1736,ex1736,4031
1737,ex1737,4032
1738,ex1738,4033
1739,ex1739,4034
1740,ex1740,4035
1741,ex1741,4036
1742,ex1742,4037
1743,ex1743,4038
1744,ex1744,4039
1745,ex1745,4040
1746,ex1746,4041
1747,ex1747,4042
1748,ex1748,4043
1749,ex1749,4045
1750,ex1750,4046
1751,ex1751,4047
1752,ex1752,4048
1753,ex1753,4049
1754,ex1754,4050
1755,ex1755,4051
1756,ex1756,4052
1757,ex1757,4053
1758,ex1758,4054
1759,ex1759,4055
1760,ex1760,4056
1761,ex1761,4057
1762,ex1762,4058
1763,ex1763,4059
1764,ex1764,4060
1765,ex1765,4061
1766,ex1766,4062
1767,ex1767,4063
1768,ex1768,4064
1769,ex1769,4065
1770,ex1770,4066
1771,ex1771,4067
1772,ex1772,4068
1773,ex1773,4069
1774,ex1774,4070
1775,ex1775,4071
1776,ex1776,4072
1777,ex1777,4073
1778,ex1778,4074
1779,ex1779,4075
1780,ex1780,4076
1781,ex1781,4077
1782,ex1782,4078
1783,ex1783,4079
1784,ex1784,4080
1785,ex1785,4081
1786,ex1786,4082
1787,ex1787,4083
1788,ex1788,4084
1789,ex1789,4085
1790,ex1790,4086
1791,ex1791,4087
1792,ex1792,4088
1793,ex1793,4089
1794,ex1794,4090
1795,ex1795,4091
1796,ex1796,4092
1797,ex1797,4093
1798,ex1798,4094
1799,ex1799,4099
1800,ex1800,4101
1801,ex1801,4102
1802,ex1802,4103
1803,ex1803,4104
1804,ex1804,4105
1805,ex1805,4106
1806,ex1806,4107
1807,ex1807,4108
1808,ex1808,4109
1809,ex1809,4110
1810,ex1810,4111
1811,ex1811,4112
1812,ex1812,4113
1813,ex1813,4114
1814,ex1814,4115
1815,ex1815,4116
1816,ex1816,4117
1817,ex1817,4118
1818,ex1818,4119
1819,ex1819,4120
1820,ex1820,4121
1821,ex1821,4122
1822,ex1822,4123
1823,ex1823,4124
1824,ex1824,4125
1825,ex1825,4127
1826,ex1826,4128
1827,ex1827,4129
1828,ex1828,4130
1829,ex1829,4131
1830,ex1830,4132
1831,ex1831,4135
1832,ex1832,4136
1833,ex1833,4138
1834,ex1834,4139
1835,ex1835,4140
1836,ex1836,4141
1837,ex1837,4142
1838,ex1838,4143
1839,ex1839,4145
1840,ex1840,4146
1841,ex1841,4147
1842,ex1842,4149
1843,ex1843,4169
1844,ex1844,4173
1845,ex1845,4179
1846,ex1846,4190
1847,ex1847,4224
1848,ex1848,4225
1849,ex1849,4226
1850,ex1850,4227
1851,ex1851,4228
1852,ex1852,4229
1853,ex1853,4233
1854,ex1854,4239
1855,ex1855,4243
1856,ex1856,4244
1857,ex1857,4245
1858,ex1858,4246
1859,ex1859,4247
1860,ex1860,4249
1861,ex1861,4252
1862,ex1862,4254
1863,ex1863,4256
1864,ex1864,4258
1865,ex1865,4259
1866,ex1866,4260
1867,ex1867,4261
1868,ex1868,4262
1869,ex1869,4263
1870,ex1870,4264
1871,ex1871,4265
1872,ex1872,4266
1873,ex1873,4267
1874,ex1874,4268
1875,ex1875,4269
1876,ex1876,4270
1877,ex1877,4271
1878,ex1878,4272
1879,ex1879,4273
1880,ex1880,4274
1881,ex1881,4275
1882,ex1882,4276
1883,ex1883,4278
1884,ex1884,4279
1885,ex1885,4280
1886,ex1886,4281
1887,ex1887,4282
1888,ex1888,4283
1889,ex1889,4285
1890,ex1890,4286
1891,ex1891,4290
1892,ex1892,4291
1893,ex1893,4292
1894,ex1894,4293
1895,ex1895,4294
1896,ex1896,4295
1897,ex1897,4296
1898,ex1898,4297
1899,ex1899,4298
1900,ex1900,4299
1901,ex1901,4300
1902,ex1902,4301
1903,ex1903,4302
1904,ex1904,4303
1905,ex1905,4304
1906,ex1906,4305
1907,ex1907,4306
1908,ex1908,4307
1909,ex1909,4308
1910,ex1910,4310
1911,ex1911,4316
1912,ex1912,4322
1913,ex1913,4323
1914,ex1914,4325
1915,ex1915,4453
1916,ex1916,4663
1917,ex1917,4664
1918,ex1918,4665
1919,ex1919,4666
1920,ex1920,4667
1921,ex1921,4668
1922,ex1922,4669
1923,ex1923,4866
1924,ex1924,4872
1925,ex1925,4937
1926,ex1926,5112
1927,ex1927,5190
