uid,entity_id,original_uid,split
1305,uid1305,1305,train
1306,uid1306,1306,test
1307,uid1307,1307,train
1308,uid1308,1308,train
1309,uid1309,1309,test
1310,uid1310,1310,train
1311,uid1311,1311,train
1312,uid1312,1312,train
1313,uid1313,1313,train
1314,uid1314,1314,train
1315,uid1315,1315,train
1316,uid1316,1316,train
1317,uid1317,1317,test
1318,uid1318,1318,train
1319,uid1319,1319,train
1320,uid1320,1320,test
1321,uid1321,1321,train
1322,uid1322,1322,train
1323,uid1323,1323,test
1324,uid1324,1324,train
1325,uid1325,1325,test
1326,uid1326,1326,train
1327,uid1327,1327,test
1328,uid1328,1328,train
1329,uid1329,1329,train
1330,uid1330,1330,test
1331,uid1331,1331,test
1332,uid1332,1332,test
1333,uid1333,1333,train
1334,uid1334,1334,test
1335,uid1335,1335,train
1336,uid1336,1336,train
1337,uid1337,1337,train
1338,uid1338,1338,train
1339,uid1339,1339,train
1340,uid1340,1340,train
1341,uid1341,1341,train
1342,uid1342,1342,train
1343,uid1343,1343,train
1344,uid1344,1344,train
1345,uid1345,1345,train
1346,uid1346,1346,train
1347,uid1347,1347,train
1348,uid1348,1348,train
1349,uid1349,1349,test
1350,uid1350,1350,train
1351,uid1351,1351,train
1352,uid1352,1352,train
1353,uid1353,1353,train
1354,uid1354,1354,train
1355,uid1355,1355,train
1356,uid1356,1356,train
1357,uid1357,1357,train
1358,uid1358,1358,test
1359,uid1359,1359,train
1360,uid1360,1360,train
1361,uid1361,1361,test
1362,uid1362,1362,train
1363,uid1363,1363,train
1364,uid1364,1364,train
1365,uid1365,1365,train
1366,uid1366,1366,train
1367,uid1367,1367,test
1368,uid1368,1368,train
1369,uid1369,1369,train
1370,uid1370,1370,train
1371,uid1371,1371,train
1372,uid1372,1372,train
1373,uid1373,1373,train
1374,uid1374,1374,train
1375,uid1375,1375,train
1376,uid1376,1376,train
1377,uid1377,1377,test
1378,uid1378,1378,train
1379,uid1379,1379,test
1380,uid1380,1380,train
1381,uid1381,1381,train
1382,uid1382,1382,train
1383,uid1383,1383,train
1384,uid1384,1384,train
1385,uid1385,1385,test
1386,uid1386,1386,train
1387,uid1387,1387,train
1388,uid1388,1388,train
1389,uid1389,1389,train
1390,uid1390,1390,train
