exercise_index,entity_id,original_question_id
475,ex475,tutor_08_01 || q3_D UpdateComboBox
476,ex476,tutor_08_02 || q1_A UpdateComboBox
477,ex477,tutor_08_02 || q2_A UpdateHotspotSingle
478,ex478,tutor_08_03 || q1_A UpdateComboBox
479,ex479,tutor_08_03 || q2_B UpdateComboBox
480,ex480,tutor_08_03 || q3_C UpdateHotspotSingle
481,ex481,tutor_08_03 || q4_D UpdateComboBox
482,ex482,tutor_08_04 || q1_A UpdateRadioButton
483,ex483,tutor_08_04 || q2_B UpdateRadioButton
484,ex484,tutor_08_04 || q3_C UpdateRadioButton
485,ex485,tutor_08_04 || q4_D UpdateRadioButton
486,ex486,tutor_08_05 || q1_A UpdateRadioButton
487,ex487,tutor_08_05 || q2_B UpdateRadioButton
488,ex488,tutor_08_06 || q1_A UpdateComboBox
489,ex489,tutor_08_06 || q2_B UpdateComboBox
490,ex490,tutor_08_06 || q2_C UpdateComboBox
491,ex491,tutor_08_07 || q1_A UpdateComboBox
492,ex492,tutor_08_08 || q1_F UpdateComboBox
493,ex493,tutor_08_08 || q2_A UpdateComboBox
494,ex494,tutor_08_09 || q1_A UpdateRadioButton
495,ex495,tutor_08_09 || q2_B UpdateRadioButton
496,ex496,tutor_08_09 || q3_C UpdateComboBox
497,ex497,tutor_08_10 || q1_A UpdateComboBox
498,ex498,tutor_08_10 || q1_B UpdateComboBox
499,ex499,tutor_08_10 || q2_C UpdateComboBox
500,ex500,tutor_08_10 || q2_D UpdateComboBox
501,ex501,tutor_08_11 || q1_A UpdateComboBox
502,ex502,tutor_08_11 || q1_B UpdateComboBox
503,ex503,tutor_08_11 || q2_C UpdateComboBox
504,ex504,tutor_08_11 || q2_D UpdateComboBox
505,ex505,tutor_08_12 || q1_A UpdateShortAnswer
506,ex506,tutor_08_13 || q1_A UpdateShortAnswer
507,ex507,tutor_08_14 || q1_A UpdateShortAnswer
508,ex508,tutor_08_15 || q1_A UpdateShortAnswer
509,ex509,tutor_08_16 || q1_A UpdateShortAnswer
510,ex510,tutor_08_17 || q1_A UpdateRadioButton
511,ex511,tutor_08_17 || q2_B UpdateRadioButton
512,ex512,tutor_08_17 || q3_C UpdateRadioButton
513,ex513,tutor_08_18 || q1_A UpdateRadioButton
514,ex514,tutor_08_18 || q2_B UpdateRadioButton
515,ex515,tutor_08_18 || q3_C UpdateRadioButton
516,ex516,tutor_08_19 || q1_A UpdateRadioButton
517,ex517,tutor_08_19 || q2_B UpdateRadioButton
518,ex518,tutor_08_19 || q3_C UpdateRadioButton
519,ex519,tutor_08_20 || q1_A UpdateRadioButton
520,ex520,tutor_08_20 || q2_B UpdateRadioButton
521,ex521,tutor_08_20 || q3_C UpdateRadioButton
522,ex522,tutor_08_21 || q1_A UpdateNumberField
523,ex523,tutor_08_21 || q1_B UpdateNumberField
524,ex524,tutor_08_21 || q2_C UpdateNumberField
525,ex525,tutor_08_21 || q2_D UpdateNumberField
526,ex526,tutor_08_21 || q3_E UpdateNumberField
527,ex527,tutor_08_21 || q3_F UpdateNumberField
528,ex528,tutor_08_21 || q4_G UpdateNumberField
529,ex529,tutor_08_21 || q5_H UpdateNumberField
530,ex530,tutor_08_22 || q1_A UpdateNumberField
531,ex531,tutor_08_22 || q1_B UpdateNumberField
532,ex532,tutor_08_23 || q1_A UpdateNumberField
533,ex533,tutor_08_23 || q2_B UpdateNumberField
534,ex534,tutor_08_23 || q3_C UpdateNumberField
535,ex535,tutor_08_23 || q4_D UpdateNumberField
536,ex536,tutor_08_24 || q1_A UpdateNumberField
537,ex537,tutor_08_24 || q2_B UpdateNumberField
538,ex538,tutor_08_25 || q1_A UpdateNumberField
539,ex539,tutor_08_25 || q2_B UpdateNumberField
540,ex540,tutor_08_25 || q3_A UpdateShortAnswer
541,ex541,tutor_09_01 || q1_A UpdateComboBox
542,ex542,tutor_09_01 || q2_B UpdateComboBox
543,ex543,tutor_09_03 || q1_A UpdateComboBox
544,ex544,tutor_09_03 || q2_B UpdateShortAnswer
545,ex545,tutor_09_07 || q1_i1 UpdateHotspotSingle
546,ex546,tutor_09_08 || q1_i1 UpdateHotspotSingle
547,ex547,tutor_09_09 || q1_A UpdateComboBox
548,ex548,tutor_09_10 || q1_i1 UpdateHotspotSingle
549,ex549,tutor_09_12 || q1_B UpdateShortAnswer
550,ex550,tutor_09_13 || q1_B UpdateShortAnswer
551,ex551,tutor_09_14 || q1_B UpdateShortAnswer
552,ex552,tutor_09_15 || q1_B UpdateShortAnswer
553,ex553,tutor_09_18 || q1_i1 UpdateHotspotSingle
554,ex554,tutor_09_19 || q1_A UpdateHotspotSingle
555,ex555,tutor_09_19 || q2_B UpdateHotspotSingle
556,ex556,tutor_09_19 || q3_C UpdateHotspotSingle
557,ex557,tutor_09_20 || q1_B UpdateShortAnswer
558,ex558,tutor_6_03 || q1_A UpdateComboBox
559,ex559,tutor_6_03 || q2_A UpdateComboBox
560,ex560,tutor_6_03c || q1_A UpdateComboBox
561,ex561,tutor_6_03c || q2_B UpdateComboBox
562,ex562,tutor_6_03c || q3_C UpdateComboBox
563,ex563,tutor_6_04 || q1_A UpdateComboBox
564,ex564,tutor_6_04 || q2_A UpdateComboBox
565,ex565,tutor_6_04 || q3_A UpdateComboBox
566,ex566,tutor_6_04 || q4_A UpdateComboBox
567,ex567,tutor_6_04 || q5_A UpdateComboBox
568,ex568,tutor_6_05 || q1_A UpdateComboBox
569,ex569,tutor_6_05 || q1_B UpdateComboBox
570,ex570,tutor_6_05 || q1_C UpdateComboBox
571,ex571,tutor_6_05 || q2_A UpdateComboBox
572,ex572,tutor_6_05 || q2_B UpdateComboBox
573,ex573,tutor_6_05 || q2_C UpdateComboBox
574,ex574,tutor_6_05 || q3_A UpdateComboBox
575,ex575,tutor_6_05 || q3_B UpdateComboBox
576,ex576,tutor_6_05 || q3_C UpdateComboBox
577,ex577,tutor_6_06 || q1_A UpdateComboBox
578,ex578,tutor_6_06 || q2_A UpdateComboBox
579,ex579,tutor_6_06 || q3_A UpdateComboBox
580,ex580,tutor_6_06 || q4_A UpdateComboBox
581,ex581,tutor_6_06 || q5_A UpdateComboBox
582,ex582,tutor_6_07 || q1_A UpdateComboBox
583,ex583,tutor_6_07 || q1_B UpdateComboBox
584,ex584,tutor_6_07 || q1_C UpdateComboBox
585,ex585,tutor_6_07 || q2_A UpdateComboBox
586,ex586,tutor_6_07 || q2_B UpdateComboBox
587,ex587,tutor_6_07 || q2_C UpdateComboBox
588,ex588,tutor_6_08 || q1_A UpdateComboBox
589,ex589,tutor_6_09 || q1_A UpdateComboBox
590,ex590,tutor_6_09 || q2_A UpdateComboBox
591,ex591,tutor_6_09 || q2_B UpdateRadioButton
592,ex592,tutor_6_10 || q1_A UpdateRadioButton
593,ex593,tutor_6_10 || q2_A UpdateRadioButton
594,ex594,tutor_6_10 || q3_A UpdateRadioButton
595,ex595,tutor_6_10 || q4_A UpdateRadioButton
596,ex596,tutor_6_11a || q1_A UpdateShortAnswer
597,ex597,tutor_6_11b || q1_A UpdateRadioButton
598,ex598,tutor_6_11b || q2_A UpdateRadioButton
599,ex599,tutor_6_11b || q3_B UpdateComboBox
600,ex600,tutor_7_02 || q1_A UpdateComboBox
601,ex601,tutor_7_02 || q2_B UpdateComboBox
602,ex602,tutor_7_02 || q3_C UpdateComboBox
603,ex603,tutor_7_03 || q1_A UpdateComboBox
604,ex604,tutor_7_03 || q2_B UpdateComboBox
605,ex605,tutor_7_03 || q3_C UpdateComboBox
606,ex606,tutor_7_04 || q1_A UpdateComboBox
607,ex607,tutor_7_05 || q1_i1 UpdateRadioButton
608,ex608,tutor_7_06 || q1_A UpdateComboBox
609,ex609,tutor_7_06 || q2_B UpdateComboBox
610,ex610,tutor_7_07 || q1_A UpdateComboBox
611,ex611,tutor_7_08a || q1_A UpdateComboBox
612,ex612,tutor_7_08a || q2_B UpdateComboBox
613,ex613,tutor_7_08a || q3_C UpdateComboBox
614,ex614,tutor_7_08b || q1_i1 UpdateRadioButton
615,ex615,tutor_7_10 || q1_i1 UpdateRadioButton
616,ex616,tutor_7_10 || q2_i1 UpdateRadioButton
617,ex617,tutor_7_10 || q3_i1 UpdateRadioButton
618,ex618,tutor_7_10 || q4_i1 UpdateRadioButton
619,ex619,tutor_7_11 || q1_A UpdateComboBox
620,ex620,tutor_7_11 || q2_A UpdateComboBox
621,ex621,tutor_7_12 || q1_A UpdateComboBox
622,ex622,tutor_7_12 || q2_B UpdateComboBox
623,ex623,tutor_7_14 || q1_A UpdateComboBox
624,ex624,tutor_7_14 || q2_B UpdateComboBox
625,ex625,tutor_7_16 || q1_A UpdateComboBox
626,ex626,tutor_7_16 || q2_B UpdateComboBox
627,ex627,tutor_7_16 || q3_A UpdateComboBox
628,ex628,tutor_7_16 || q4_B UpdateComboBox
629,ex629,tutor_7_16 || q5_A UpdateComboBox
630,ex630,tutor_7_16 || q6_B UpdateComboBox
631,ex631,tutor_7_16 || q7_A UpdateComboBox
632,ex632,tutor_7_16 || q8_B UpdateComboBox
